Year,Type,Country,Activity,Sex,Age,Fatal,Species,Age_missing
2015,Unprovoked,USA,swimming,M,24.0,0,unknown,1
2015,Unprovoked,USA,surfing,M,20.0,0,unknown,0
2015,Unprovoked,AUSTRALIA,surfing,M,42.0,0,unknown,0
2015,Unprovoked,USA,Other,F,50.0,0,great white,0
2015,Provoked,USA,fishing,M,29.0,0,hammerhead,0
2015,Unprovoked,AUSTRALIA,Other,M,62.0,0,great white,0
2015,Unprovoked,USA,unknown,M,24.0,0,unknown,1
2015,Unprovoked,OTHER,wading,F,37.0,0,unknown,0
2015,Unprovoked,FIJI,spearfishing,M,24.0,0,tiger,1
2015,Unprovoked,USA,surfing,F,54.0,0,great white,0
2015,Unprovoked,USA,surfing,M,21.0,0,great white,0
2015,Unprovoked,AUSTRALIA,surfing,M,38.0,0,unknown,0
2015,Unprovoked,USA,surfing,M,15.0,0,unknown,0
2015,Unprovoked,USA,Other,F,10.0,0,unknown,0
2015,Watercraft,USA,fishing,M,22.0,0,great white,0
2015,Provoked,USA,spearfishing,M,57.0,0,hammerhead,0
2015,Unprovoked,AUSTRALIA,surfing,M,52.0,0,great white,0
2015,Unprovoked,OTHER,surfing,M,47.0,0,unknown,0
2015,Unprovoked,USA,surfing,M,25.0,0,blacktip,0
2015,Unprovoked,AUSTRALIA,Other,M,46.0,1,great white,0
2015,Provoked,USA,fishing,M,31.0,0,mako,0
2015,Unprovoked,AUSTRALIA,surfing,M,40.0,0,bronze whaler,0
2015,Unprovoked,REUNION,surfing,M,45.0,0,bull,0
2015,Unprovoked,SOUTH AFRICA,surfing,M,34.0,0,great white,0
2015,Unprovoked,USA,surfing,M,38.0,0,great white,0
2015,Unprovoked,BAHAMAS,spearfishing,F,23.0,0,unknown,0
2015,Unprovoked,USA,unknown,M,32.0,0,unknown,0
2015,Unprovoked,AUSTRALIA,surfing,M,52.0,0,great white,0
2015,Unprovoked,AUSTRALIA,Other,M,32.0,0,great white,0
2015,Unprovoked,USA,swimming,M,68.0,0,unknown,0
2015,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2015,Unprovoked,USA,Other,M,12.0,0,unknown,0
2015,Unprovoked,USA,swimming,M,18.0,0,bull,0
2015,Unprovoked,SOUTH AFRICA,body boarding,M,19.0,0,great white,0
2015,Unprovoked,SOUTH AFRICA,surfing,M,23.0,0,great white,0
2015,Unprovoked,USA,standing,M,43.0,0,unknown,0
2015,Provoked,AUSTRALIA,swimming,M,19.0,0,wobbegong,0
2015,Unprovoked,USA,surfing,M,47.0,0,unknown,0
2015,Unprovoked,USA,swimming,M,6.0,0,tiger,0
2015,Unknown,AUSTRALIA,surfing,F,37.0,0,great white,0
2015,Unprovoked,USA,standing,M,9.0,0,unknown,0
2015,Unprovoked,OTHER,spearfishing,M,36.0,0,unknown,0
2015,Unprovoked,USA,swimming,M,10.0,0,unknown,0
2015,Unprovoked,USA,wading,M,16.0,0,bull,0
2015,Unprovoked,USA,wading,F,12.0,0,bull,0
2015,Unprovoked,USA,unknown,F,24.0,0,mako,1
2015,Unprovoked,USA,body boarding,F,13.0,0,unknown,0
2015,Unprovoked,USA,Other,M,11.0,0,bull,0
2015,Unprovoked,USA,Other,F,17.0,0,nurse,0
2015,Unprovoked,REUNION,surfing,M,47.0,0,bull,0
2015,Unprovoked,USA,standing,F,14.0,0,unknown,0
2015,Unprovoked,USA,wading,F,19.0,0,unknown,0
2015,Unprovoked,OTHER,spearfishing,M,19.0,0,unknown,0
2015,Unprovoked,USA,swimming,F,13.0,0,unknown,0
2015,Unprovoked,USA,surfing,M,18.0,0,unknown,0
2015,Unprovoked,USA,unknown,M,30.0,0,unknown,0
2015,Unprovoked,NEW CALEDONIA,snorkeling,M,50.0,1,bull,0
2015,Unprovoked,USA,swimming,M,24.0,0,unknown,1
2015,Unprovoked,AUSTRALIA,surfing,M,24.0,0,great white,1
2015,Unprovoked,SOUTH AFRICA,diving,M,29.0,0,great white,0
2015,Unprovoked,USA,snorkeling,F,65.0,1,unknown,0
2015,Unprovoked,USA,wading,M,63.0,0,unknown,0
2015,Unprovoked,AUSTRALIA,surfing,M,26.0,0,great white,0
2015,Unprovoked,AUSTRALIA,Other,M,71.0,0,great white,0
2015,Unprovoked,USA,Other,M,48.0,0,blue,0
2015,Unprovoked,REUNION,surfing,M,13.0,1,bull,0
2015,Unprovoked,AUSTRALIA,Other,M,24.0,0,unknown,1
2015,Unprovoked,USA,spearfishing,M,70.0,0,bull,0
2015,Watercraft,SOUTH AFRICA,fishing,M,36.0,0,great white,0
2015,Unprovoked,EGYPT,swimming,M,52.0,1,mako,0
2015,Unprovoked,USA,Other,M,58.0,0,tiger,0
2015,Unprovoked,OTHER,Other,M,9.0,0,blacktip,0
2015,Watercraft,AUSTRALIA,fishing,M,24.0,0,unknown,1
2015,Provoked,MEXICO,fishing,M,36.0,0,unknown,0
2015,Unprovoked,OTHER,Other,M,24.0,0,blacktip reef,1
2015,Watercraft,OTHER,Other,UNKNOWN,24.0,0,great white,1
2015,Unprovoked,REUNION,swimming,F,22.0,1,tiger,0
2015,Unprovoked,AUSTRALIA,surfing,M,41.0,1,unknown,0
2015,Unprovoked,AUSTRALIA,surfing,M,35.0,0,unknown,0
2015,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2015,Watercraft,AUSTRALIA,Other,M,57.0,0,bull,0
2015,Provoked,USA,fishing,M,20.0,0,unknown,0
2015,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2015,Unprovoked,SOUTH AFRICA,Other,M,24.0,0,unknown,0
2015,Watercraft,USA,fishing,M,24.0,0,great white,1
2015,Watercraft,AUSTRALIA,fishing,M,24.0,0,unknown,1
2015,Unprovoked,AUSTRALIA,Other,M,17.0,0,unknown,0
2015,Unprovoked,BAHAMAS,snorkeling,F,34.0,0,great white,0
2015,Unprovoked,SOUTH AFRICA,surfing,M,15.0,0,other,0
2015,Unprovoked,USA,unknown,M,12.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,surfing,UNKNOWN,24.0,0,unknown,1
2014,Unprovoked,AUSTRALIA,spearfishing,M,17.0,1,great white,0
2014,Sea disaster,OTHER,unknown,UNKNOWN,24.0,0,unknown,1
2014,Unprovoked,USA,surfing,M,50.0,0,great white,0
2014,Provoked,AUSTRALIA,fishing,M,24.0,0,unknown,1
2014,Unprovoked,OTHER,Other,M,24.0,0,other,1
2014,Unprovoked,AUSTRALIA,spearfishing,M,17.0,1,tiger,0
2014,Provoked,OTHER,fishing,M,24.0,0,unknown,1
2014,Unprovoked,AUSTRALIA,surfing,M,13.0,0,unknown,0
2014,Provoked,OTHER,fishing,M,39.0,1,unknown,0
2014,Watercraft,AUSTRALIA,fishing,M,24.0,0,great white,1
2014,Watercraft,USA,unknown,UNKNOWN,24.0,0,great white,1
2014,Unprovoked,USA,surfing,M,44.0,0,unknown,0
2014,Unprovoked,USA,snorkeling,M,53.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,USA,surfing,M,18.0,0,unknown,0
2014,Unprovoked,USA,surfing,F,34.0,0,tiger,0
2014,Provoked,AUSTRALIA,surfing,M,20.0,0,unknown,0
2014,Unprovoked,USA,Other,F,24.0,0,tiger,1
2014,Unprovoked,USA,Other,M,24.0,0,unknown,1
2014,Watercraft,USA,Other,F,24.0,0,unknown,1
2014,Unprovoked,AUSTRALIA,surfing,F,13.0,0,unknown,0
2014,Unprovoked,USA,Other,F,7.0,0,bull,0
2014,Unprovoked,USA,surfing,F,24.0,0,unknown,1
2014,Watercraft,AUSTRALIA,Other,M,24.0,0,unknown,1
2014,Unprovoked,USA,surfing,M,29.0,0,blacktip,0
2014,Unprovoked,USA,fishing,F,40.0,0,unknown,0
2014,Unprovoked,USA,surfing,M,15.0,0,blacktip,0
2014,Watercraft,USA,Other,M,24.0,0,great white,1
2014,Watercraft,USA,Other,M,24.0,0,great white,1
2014,Unprovoked,USA,surfing,M,28.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,surfing,M,23.0,0,great white,0
2014,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,OTHER,Other,F,36.0,0,blacktip,0
2014,Unprovoked,AUSTRALIA,swimming,M,50.0,1,unknown,0
2014,Unprovoked,USA,fishing,M,43.0,0,bull,0
2014,Watercraft,USA,Other,F,24.0,0,great white,1
2014,Provoked,USA,fishing,M,52.0,0,unknown,0
2014,Unprovoked,OTHER,Other,M,16.0,0,unknown,0
2014,Unprovoked,USA,surfing,F,13.0,0,spinner,0
2014,Unprovoked,USA,surfing,M,17.0,0,blacktip,0
2014,Provoked,USA,fishing,M,33.0,0,unknown,0
2014,Unprovoked,OTHER,swimming,F,24.0,0,unknown,1
2014,Unprovoked,USA,surfing,M,29.0,0,unknown,0
2014,Unprovoked,USA,standing,F,24.0,0,unknown,1
2014,Provoked,USA,fishing,M,24.0,0,bull,1
2014,Unprovoked,USA,Other,UNKNOWN,24.0,0,unknown,1
2014,Unprovoked,AUSTRALIA,spearfishing,M,31.0,0,other,0
2014,Unprovoked,USA,standing,M,24.0,0,bull,1
2014,Unprovoked,USA,unknown,M,26.0,0,unknown,0
2014,Unprovoked,BAHAMAS,spearfishing,M,24.0,0,bull,1
2014,Unprovoked,USA,swimming,F,10.0,0,unknown,0
2014,Unprovoked,USA,swimming,M,7.0,0,bull,0
2014,Unprovoked,USA,body boarding,M,10.0,0,unknown,0
2014,Unprovoked,USA,swimming,F,45.0,0,unknown,0
2014,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,USA,body boarding,M,8.0,0,unknown,0
2014,Unprovoked,SOUTH AFRICA,surfing,M,20.0,0,great white,0
2014,Unprovoked,USA,swimming,M,24.0,0,tiger,1
2014,Unprovoked,REUNION,surfing,M,51.0,0,unknown,0
2014,Unprovoked,USA,standing,M,8.0,0,unknown,0
2014,Unprovoked,OTHER,wading,UNKNOWN,24.0,0,other,1
2014,Unprovoked,USA,swimming,M,61.0,0,unknown,0
2014,Unprovoked,USA,swimming,M,39.0,0,unknown,0
2014,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,USA,surfing,M,14.0,0,unknown,0
2014,Provoked,USA,swimming,M,24.0,0,great white,1
2014,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,USA,surfing,M,19.0,0,unknown,0
2014,Watercraft,OTHER,Other,M,48.0,0,oceanic whitetip,0
2014,Unprovoked,BAHAMAS,spearfishing,M,42.0,0,caribbean reef,0
2014,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,AUSTRALIA,body boarding,M,15.0,0,unknown,0
2014,Provoked,AUSTRALIA,Other,M,24.0,0,lemon,1
2014,Unprovoked,BRAZIL,fishing,M,43.0,0,unknown,0
2014,Unprovoked,USA,standing,M,16.0,0,other,0
2014,Unprovoked,AUSTRALIA,body boarding,M,39.0,0,bronze whaler,0
2014,Unprovoked,OTHER,surfing,M,43.0,0,unknown,0
2014,Unprovoked,USA,Other,F,14.0,0,unknown,0
2014,Unprovoked,USA,swimming,F,22.0,0,bull,0
2014,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,USA,Other,F,37.0,0,blacktip reef,0
2014,Unprovoked,AUSTRALIA,Other,F,29.0,0,bull,0
2014,Unprovoked,OTHER,scuba diving,M,24.0,0,unknown,1
2014,Provoked,AUSTRALIA,Other,M,10.0,0,nurse,0
2014,Unprovoked,USA,body boarding,F,38.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,surfing,M,35.0,0,great white,0
2014,Unprovoked,USA,wading,F,44.0,0,unknown,0
2014,Unprovoked,USA,surfing,M,12.0,0,unknown,0
2014,Unprovoked,USA,swimming,F,40.0,0,unknown,0
2014,Unprovoked,SOUTH AFRICA,diving,UNKNOWN,24.0,0,other,1
2014,Unprovoked,USA,surfing,M,23.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,spearfishing,M,24.0,0,other,1
2014,Unprovoked,USA,swimming,M,42.0,0,unknown,0
2014,Unprovoked,USA,wading,M,25.0,0,unknown,0
2014,Watercraft,SOUTH AFRICA,Other,UNKNOWN,24.0,0,great white,1
2014,Provoked,SOUTH AFRICA,fishing,M,24.0,0,other,1
2014,Unprovoked,USA,surfing,M,13.0,0,unknown,0
2014,Unprovoked,USA,surfing,M,14.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,swimming,F,63.0,1,great white,0
2014,Unprovoked,SOUTH AFRICA,swimming,M,66.0,1,unknown,0
2014,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2014,Unprovoked,USA,surfing,M,9.0,0,unknown,0
2014,Unprovoked,NEW CALEDONIA,surfing,M,42.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,surfing,M,42.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,swimming,M,24.0,0,wobbegong,1
2014,Unprovoked,USA,surfing,M,21.0,0,blacktip,0
2014,Unprovoked,OTHER,surfing,M,21.0,0,blacktip reef,0
2014,Watercraft,PAPUA NEW GUINEA,Other,M,21.0,0,unknown,0
2014,Unprovoked,AUSTRALIA,spearfishing,M,28.0,1,unknown,0
2014,Provoked,OTHER,fishing,M,24.0,0,unknown,1
2014,Unprovoked,NEW ZEALAND,surfing,M,28.0,0,unknown,0
2014,Provoked,AUSTRALIA,fishing,M,24.0,0,unknown,1
2014,Unprovoked,NEW ZEALAND,spearfishing,M,24.0,0,other,0
2014,Sea disaster,OTHER,Other,M,31.0,0,unknown,0
2014,Unprovoked,USA,Other,M,24.0,0,oceanic whitetip,1
2014,Watercraft,NEW ZEALAND,Other,UNKNOWN,24.0,0,great white,1
2013,Unprovoked,NEW CALEDONIA,snorkeling,M,37.0,0,bull,0
2013,Unprovoked,SOUTH AFRICA,surfing,M,19.0,0,great white,0
2013,Unprovoked,OTHER,fishing,M,35.0,0,unknown,0
2013,Unprovoked,USA,body boarding,M,29.0,0,tiger,0
2013,Unprovoked,USA,surfing,M,30.0,0,unknown,0
2013,Unprovoked,AUSTRALIA,surfing,M,26.0,0,wobbegong,0
2013,Unprovoked,USA,fishing,M,57.0,1,unknown,0
2013,Unprovoked,AUSTRALIA,body boarding,M,19.0,1,tiger,0
2013,Unprovoked,USA,snorkeling,F,58.0,0,unknown,0
2013,Unprovoked,AUSTRALIA,surfing,M,35.0,1,great white,0
2013,Unprovoked,USA,surfing,M,25.0,0,great white,0
2013,Unprovoked,AUSTRALIA,surfing,M,24.0,0,great white,1
2013,Provoked,BAHAMAS,fishing,M,77.0,0,unknown,0
2013,Unprovoked,USA,body boarding,M,16.0,0,unknown,0
2013,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2013,Unprovoked,USA,Other,M,46.0,0,tiger,0
2013,Unprovoked,AUSTRALIA,snorkeling,F,60.0,0,blacktip reef,0
2013,Unprovoked,REUNION,body boarding,M,24.0,0,bull,0
2013,Unprovoked,AUSTRALIA,Other,M,24.0,0,great white,1
2013,Unprovoked,AUSTRALIA,surfing,M,41.0,0,wobbegong,0
2013,Unprovoked,USA,Other,M,45.0,0,other,0
2013,Unprovoked,USA,surfing,M,25.0,0,tiger,0
2013,Unprovoked,USA,wading,M,6.0,0,nurse,0
2013,Unprovoked,SOUTH AFRICA,swimming,M,74.0,1,great white,0
2013,Unprovoked,AUSTRALIA,Other,M,55.0,0,great white,0
2013,Unprovoked,USA,surfing,M,45.0,0,great white,0
2013,Unprovoked,USA,wading,M,12.0,0,bull,0
2013,Unprovoked,USA,surfing,M,50.0,0,unknown,0
2013,Unprovoked,OTHER,diving,M,27.0,0,unknown,0
2013,Unprovoked,USA,standing,M,7.0,0,unknown,0
2013,Unprovoked,USA,swimming,M,45.0,0,unknown,0
2013,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2013,Unprovoked,USA,swimming,M,21.0,0,bull,0
2013,Unprovoked,USA,surfing,F,13.0,0,unknown,0
2013,Provoked,USA,surfing,M,43.0,0,unknown,0
2013,Unprovoked,USA,standing,M,25.0,0,unknown,0
2013,Unprovoked,USA,swimming,M,17.0,0,unknown,0
2013,Provoked,USA,unknown,M,3.0,0,nurse,0
2013,Unprovoked,BAHAMAS,unknown,M,24.0,0,unknown,1
2013,Unprovoked,USA,Other,M,9.0,0,unknown,0
2013,Unprovoked,BAHAMAS,spearfishing,M,24.0,0,blacktip,1
2013,Unprovoked,USA,swimming,M,24.0,0,other,1
2013,Provoked,OTHER,fishing,M,50.0,0,mako,0
2013,Unprovoked,USA,body boarding,F,11.0,0,unknown,0
2013,Unprovoked,AUSTRALIA,Other,M,24.0,0,unknown,1
2013,Unprovoked,USA,surfing,M,16.0,0,unknown,0
2013,Unprovoked,USA,surfing,F,24.0,0,great white,1
2013,Unprovoked,USA,snorkeling,F,20.0,1,tiger,0
2013,Unprovoked,USA,Other,F,19.0,0,unknown,0
2013,Unprovoked,USA,surfing,M,10.0,0,bull,0
2013,Unprovoked,SOUTH AFRICA,Other,M,24.0,0,blacktip,1
2013,Unprovoked,USA,fishing,M,17.0,0,bull,0
2013,Unprovoked,USA,snorkeling,F,56.0,0,unknown,0
2013,Unprovoked,USA,swimming,M,32.0,0,unknown,0
2013,Unprovoked,BAHAMAS,spearfishing,M,40.0,0,unknown,0
2013,Unprovoked,MEXICO,wading,F,24.0,0,unknown,1
2013,Unprovoked,USA,surfing,M,18.0,0,tiger,0
2013,Unprovoked,BAHAMAS,Other,M,64.0,0,nurse,0
2013,Unprovoked,BAHAMAS,diving,M,50.0,0,unknown,0
2013,Unprovoked,BRAZIL,swimming,F,18.0,1,unknown,0
2013,Unprovoked,USA,Other,F,50.0,0,unknown,0
2013,Unprovoked,USA,swimming,M,24.0,0,unknown,1
2013,Unprovoked,REUNION,swimming,F,15.0,1,unknown,0
2013,Unprovoked,OTHER,swimming,M,33.0,1,unknown,0
2013,Unprovoked,USA,wading,F,63.0,0,unknown,0
2013,Unprovoked,AUSTRALIA,surfing,M,29.0,0,unknown,0
2013,Unprovoked,OTHER,fishing,M,24.0,0,unknown,1
2013,Watercraft,USA,fishing,M,24.0,0,great white,1
2013,Unprovoked,USA,swimming,M,24.0,0,bull,1
2013,Unprovoked,USA,swimming,M,14.0,0,unknown,0
2013,Unprovoked,USA,swimming,M,28.0,0,tiger,0
2013,Unprovoked,USA,swimming,M,15.0,0,unknown,0
2013,Unprovoked,SOUTH AFRICA,surfing,M,24.0,0,unknown,1
2013,Unprovoked,USA,surfing,F,24.0,0,unknown,1
2013,Unprovoked,USA,body boarding,F,10.0,0,unknown,0
2013,Provoked,USA,fishing,M,58.0,0,lemon,0
2013,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2013,Unprovoked,USA,diving,M,32.0,0,other,0
2013,Unprovoked,USA,swimming,M,11.0,0,unknown,0
2013,Unprovoked,BRAZIL,unknown,M,41.0,1,unknown,0
2013,Provoked,OTHER,fishing,M,30.0,0,unknown,0
2013,Unprovoked,OTHER,surfing,M,29.0,0,other,0
2013,Unprovoked,REUNION,body boarding,M,36.0,1,bull,0
2013,Unprovoked,USA,surfing,M,16.0,0,unknown,0
2013,Provoked,AUSTRALIA,fishing,M,24.0,0,wobbegong,1
2013,Unprovoked,MEXICO,swimming,F,34.0,0,tiger,0
2013,Unprovoked,AUSTRALIA,fishing,M,51.0,0,nurse,0
2013,Unprovoked,USA,Other,M,9.0,0,unknown,0
2013,Unprovoked,SOUTH AFRICA,Other,M,24.0,0,blue,1
2013,Unprovoked,USA,surfing,M,21.0,0,bull,0
2013,Unprovoked,OTHER,unknown,M,40.0,1,unknown,0
2013,Unprovoked,OTHER,Other,M,53.0,0,blacktip reef,0
2013,Unprovoked,USA,swimming,M,50.0,0,unknown,0
2013,Unprovoked,USA,surfing,M,58.0,0,unknown,0
2013,Unprovoked,OTHER,Other,M,34.0,0,unknown,0
2013,Unprovoked,OTHER,snorkeling,F,24.0,0,nurse,1
2013,Unprovoked,BAHAMAS,fishing,M,50.0,0,unknown,0
2013,Provoked,SOUTH AFRICA,fishing,M,30.0,0,other,0
2013,Unprovoked,SOUTH AFRICA,surfing,M,24.0,0,unknown,1
2013,Unprovoked,OTHER,spearfishing,M,68.0,1,tiger,0
2013,Unprovoked,AUSTRALIA,spearfishing,M,28.0,0,bronze whaler,0
2013,Unprovoked,PHILIPPINES,swimming,M,24.0,0,unknown,1
2013,Unprovoked,SOUTH AFRICA,swimming,M,39.0,0,unknown,0
2013,Unprovoked,NEW ZEALAND,swimming,M,46.0,1,great white,0
2013,Unprovoked,USA,surfing,UNKNOWN,24.0,0,other,1
2013,Unprovoked,USA,surfing,M,24.0,0,other,1
2013,Unprovoked,USA,surfing,M,16.0,0,blacktip,0
2013,Unprovoked,OTHER,scuba diving,M,48.0,0,lemon,0
2013,Unprovoked,OTHER,unknown,M,18.0,0,unknown,0
2013,Watercraft,AUSTRALIA,fishing,M,24.0,0,great white,1
2013,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2013,Unprovoked,USA,surfing,M,43.0,0,tiger,0
2013,Unprovoked,NEW ZEALAND,spearfishing,M,24.0,0,bronze whaler,1
2013,Unprovoked,AUSTRALIA,spearfishing,M,26.0,0,unknown,0
2012,Unprovoked,USA,swimming,M,24.0,0,unknown,1
2012,Unprovoked,AUSTRALIA,surfing,M,23.0,0,unknown,0
2012,Unprovoked,AUSTRALIA,Other,M,29.0,0,bull,0
2012,Unprovoked,SOUTH AFRICA,swimming,M,20.0,1,tiger,0
2012,Unprovoked,AUSTRALIA,surfing,M,32.0,0,tiger,0
2012,Unprovoked,USA,surfing,M,60.0,0,unknown,0
2012,Unprovoked,AUSTRALIA,spearfishing,M,31.0,0,tiger,0
2012,Unprovoked,NEW ZEALAND,scuba diving,F,25.0,0,unknown,0
2012,Unprovoked,USA,snorkeling,M,61.0,0,tiger,0
2012,Unprovoked,MEXICO,swimming,M,32.0,1,unknown,0
2012,Unprovoked,USA,surfing,M,14.0,0,unknown,0
2012,Unprovoked,USA,diving,M,30.0,0,tiger,0
2012,Unprovoked,USA,surfing,M,43.0,0,tiger,0
2012,Unprovoked,USA,surfing,M,25.0,0,great white,0
2012,Unprovoked,USA,swimming,F,51.0,0,tiger,0
2012,Unprovoked,USA,surfing,M,39.0,1,great white,0
2012,Unprovoked,USA,unknown,F,35.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,24.0,0,unknown,0
2012,Unprovoked,USA,Other,M,55.0,0,unknown,0
2012,Unprovoked,OTHER,Other,F,38.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,42.0,0,unknown,0
2012,Unprovoked,AUSTRALIA,Other,M,11.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,21.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,22.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,52.0,0,unknown,0
2012,Unprovoked,OTHER,swimming,F,29.0,0,bull,0
2012,Unprovoked,USA,surfing,UNKNOWN,19.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,25.0,0,unknown,0
2012,Unprovoked,USA,swimming,M,24.0,0,unknown,1
2012,Unprovoked,USA,surfing,M,24.0,0,unknown,1
2012,Unprovoked,USA,surfing,M,37.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,32.0,0,unknown,0
2012,Unprovoked,USA,body boarding,F,8.0,0,unknown,0
2012,Provoked,USA,spearfishing,UNKNOWN,24.0,0,tiger,1
2012,Unprovoked,USA,swimming,F,56.0,0,unknown,0
2012,Provoked,OTHER,fishing,M,53.0,0,other,0
2012,Unprovoked,AUSTRALIA,surfing,M,34.0,0,unknown,0
2012,Unprovoked,BRAZIL,swimming,M,18.0,1,unknown,0
2012,Unprovoked,USA,swimming,M,31.0,0,unknown,0
2012,Watercraft,AUSTRALIA,fishing,UNKNOWN,24.0,0,unknown,1
2012,Unprovoked,USA,Other,M,56.0,0,lemon,0
2012,Unprovoked,REUNION,surfing,M,39.0,0,bull,0
2012,Unprovoked,OTHER,spearfishing,M,24.0,0,lemon,1
2012,Unprovoked,USA,surfing,M,17.0,0,unknown,0
2012,Unprovoked,AUSTRALIA,surfing,M,48.0,0,great white,0
2012,Unprovoked,USA,surfing,M,44.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,50.0,0,great white,0
2012,Unprovoked,REUNION,surfing,M,22.0,1,unknown,0
2012,Unprovoked,AUSTRALIA,surfing,M,24.0,1,great white,0
2012,Unprovoked,USA,swimming,F,43.0,0,unknown,0
2012,Unprovoked,BAHAMAS,spearfishing,M,24.0,0,unknown,1
2012,Watercraft,USA,Other,M,52.0,0,unknown,0
2012,Unprovoked,SOUTH AFRICA,surfing,M,29.0,0,unknown,0
2012,Unprovoked,USA,swimming,M,6.0,0,bull,0
2012,Unprovoked,USA,surfing,M,26.0,0,unknown,0
2012,Unprovoked,USA,Other,F,16.0,0,other,0
2012,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
2012,Unprovoked,USA,swimming,M,12.0,0,unknown,0
2012,Unprovoked,AUSTRALIA,Other,M,62.0,0,unknown,0
2012,Unprovoked,USA,wading,F,6.0,0,unknown,0
2012,Provoked,USA,fishing,M,23.0,0,nurse,0
2012,Unprovoked,USA,swimming,F,18.0,0,blacktip,0
2012,Unprovoked,USA,swimming,M,24.0,0,unknown,1
2012,Unprovoked,USA,swimming,M,24.0,0,blacktip,1
2012,Unprovoked,USA,swimming,M,16.0,0,blacktip,0
2012,Unprovoked,AUSTRALIA,surfing,M,42.0,0,unknown,0
2012,Provoked,ITALY,Other,M,57.0,0,blue,0
2012,Unprovoked,AUSTRALIA,Other,M,30.0,0,great white,0
2012,Unprovoked,USA,surfing,F,12.0,0,unknown,0
2012,Unprovoked,USA,body boarding,M,25.0,0,unknown,0
2012,Unprovoked,USA,wading,F,33.0,0,unknown,0
2012,Unprovoked,MEXICO,spearfishing,M,46.0,0,bull,0
2012,Unprovoked,USA,surfing,M,22.0,0,unknown,0
2012,Watercraft,USA,fishing,M,24.0,0,tiger,1
2012,Unprovoked,FIJI,spearfishing,M,20.0,0,unknown,0
2012,Watercraft,USA,fishing,M,30.0,0,great white,0
2012,Unprovoked,USA,swimming,F,47.0,0,unknown,0
2012,Unprovoked,USA,Other,F,15.0,0,great white,0
2012,Unprovoked,USA,surfing,M,28.0,0,unknown,0
2012,Unprovoked,SOUTH AFRICA,body boarding,M,20.0,1,great white,0
2012,Watercraft,AUSTRALIA,Other,M,27.0,0,great white,0
2012,Unprovoked,USA,surfing,M,28.0,0,tiger,0
2012,Unprovoked,USA,unknown,M,24.0,0,unknown,1
2012,Unprovoked,AUSTRALIA,scuba diving,M,33.0,1,great white,0
2012,Unprovoked,USA,surfing,M,21.0,0,unknown,0
2012,Watercraft,AUSTRALIA,fishing,UNKNOWN,24.0,0,great white,1
2012,Unprovoked,AUSTRALIA,surfing,M,20.0,0,bull,0
2012,Unprovoked,USA,surfing,M,61.0,0,bull,0
2012,Unprovoked,USA,surfing,F,15.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,17.0,0,unknown,0
2012,Unprovoked,NEW ZEALAND,surfing,M,24.0,0,unknown,1
2012,Provoked,AUSTRALIA,Other,F,34.0,0,nurse,0
2012,Unprovoked,REUNION,body boarding,M,31.0,0,unknown,0
2012,Unprovoked,USA,surfing,M,19.0,0,unknown,0
2012,Provoked,OTHER,fishing,M,24.0,0,unknown,1
2012,Provoked,USA,surfing,M,24.0,0,spinner,1
2012,Unprovoked,AUSTRALIA,fishing,M,24.0,0,nurse,1
2012,Watercraft,SOUTH AFRICA,fishing,UNKNOWN,24.0,0,great white,1
2012,Unprovoked,AUSTRALIA,surfing,M,29.0,0,unknown,0
