Year,Type,Country,Activity,Sex,Age,Fatal,Species,Age_missing
1995,Unprovoked,USA,swimming,M,23.0,0,unknown,0
1995,Unprovoked,USA,surfing,M,19.0,0,unknown,0
1995,Unprovoked,USA,diving,UNKNOWN,24.0,0,unknown,1
1995,Unprovoked,OTHER,fishing,M,18.0,0,unknown,0
1995,Unprovoked,USA,wading,M,20.0,0,unknown,0
1995,Unprovoked,USA,surfing,M,20.0,0,unknown,0
1995,Unprovoked,USA,Other,F,14.0,0,blacktip,0
1995,Unprovoked,USA,body boarding,M,12.0,0,unknown,0
1995,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1995,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1995,Unprovoked,USA,surfing,M,18.0,0,unknown,0
1995,Unprovoked,USA,standing,M,18.0,0,unknown,0
1995,Unprovoked,USA,unknown,M,12.0,0,unknown,0
1995,Unprovoked,USA,swimming,F,7.0,0,unknown,0
1995,Unprovoked,USA,body boarding,M,47.0,0,unknown,0
1995,Unprovoked,BRAZIL,surfing,M,18.0,1,unknown,0
1984,Unprovoked,SOUTH AFRICA,surfing,M,14.0,0,unknown,0
1995,Unprovoked,USA,surfing,M,34.0,0,unknown,0
1995,Provoked,USA,fishing,F,32.0,0,blacktip,0
1995,Provoked,USA,Other,M,24.0,0,unknown,1
1995,Unprovoked,USA,Other,M,31.0,0,great white,0
1995,Unprovoked,USA,Other,F,24.0,0,great white,1
1995,Unprovoked,USA,Other,M,13.0,0,unknown,0
1995,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1995,Unprovoked,USA,swimming,M,45.0,0,unknown,0
1995,Unprovoked,USA,swimming,F,10.0,0,unknown,0
1995,Unprovoked,USA,swimming,M,38.0,0,tiger,0
1995,Unprovoked,OTHER,swimming,F,45.0,1,tiger,0
1995,Unprovoked,OTHER,swimming,M,29.0,1,unknown,0
1995,Unprovoked,OTHER,diving,UNKNOWN,44.0,1,unknown,0
1995,Unprovoked,USA,surfing,M,15.0,0,bull,0
1995,Unprovoked,FIJI,Other,M,69.0,1,unknown,0
1995,Unprovoked,OTHER,Other,F,44.0,1,unknown,0
1995,Unprovoked,USA,unknown,M,20.0,0,unknown,0
1995,Unprovoked,AUSTRALIA,diving,M,24.0,0,wobbegong,1
1995,Unprovoked,OTHER,Other,M,47.0,1,great white,0
1995,Unprovoked,AUSTRALIA,Other,F,24.0,0,unknown,1
1995,Unprovoked,AUSTRALIA,surfing,M,35.0,0,bronze whaler,0
1995,Unprovoked,BRAZIL,swimming,UNKNOWN,24.0,1,unknown,1
1995,Unprovoked,SOUTH AFRICA,swimming,M,22.0,0,other,0
1995,Unprovoked,OTHER,surfing,M,24.0,0,unknown,1
1995,Unprovoked,SOUTH AFRICA,swimming,M,14.0,1,tiger,0
1995,Unprovoked,BRAZIL,surfing,M,17.0,0,unknown,0
1995,Provoked,AUSTRALIA,snorkeling,M,24.0,0,other,1
1994,Unprovoked,SOUTH AFRICA,body boarding,M,26.0,0,great white,0
1994,Unprovoked,USA,surfing,UNKNOWN,24.0,0,unknown,1
1994,Unprovoked,BRAZIL,surfing,M,24.0,0,unknown,1
1994,Unprovoked,BRAZIL,surfing,M,24.0,0,unknown,1
1994,Sea disaster,USA,unknown,M,24.0,1,unknown,1
1994,Unprovoked,USA,Other,M,42.0,1,great white,0
1994,Unprovoked,BRAZIL,surfing,M,24.0,1,unknown,1
1994,Unprovoked,SOUTH AFRICA,spearfishing,M,24.0,0,other,1
1994,Unprovoked,USA,surfing,F,34.0,0,unknown,0
1994,Unprovoked,USA,surfing,UNKNOWN,24.0,0,unknown,1
1994,Unprovoked,BRAZIL,surfing,UNKNOWN,24.0,0,unknown,1
1994,Unprovoked,BRAZIL,surfing,M,24.0,0,unknown,1
1994,Provoked,USA,wading,F,9.0,0,other,0
1994,Unprovoked,USA,surfing,M,16.0,0,unknown,0
1994,Unprovoked,USA,swimming,F,30.0,0,unknown,0
1994,Unprovoked,USA,surfing,M,43.0,0,great white,0
1994,Sea disaster,USA,Other,M,24.0,1,unknown,1
1994,Unprovoked,USA,Other,F,12.0,0,unknown,0
1994,Unprovoked,OTHER,unknown,UNKNOWN,24.0,0,unknown,1
1994,Unprovoked,BRAZIL,surfing,M,15.0,0,unknown,0
1994,Unprovoked,BRAZIL,swimming,M,24.0,1,unknown,1
1994,Unprovoked,REUNION,surfing,M,24.0,1,bull,0
1994,Unprovoked,SOUTH AFRICA,surfing,M,22.0,1,great white,0
1994,Unprovoked,SOUTH AFRICA,surfing,M,31.0,0,great white,0
1994,Unprovoked,BRAZIL,surfing,M,24.0,0,unknown,1
1994,Unprovoked,USA,surfing,M,15.0,0,unknown,0
1994,Unprovoked,BAHAMAS,spearfishing,M,30.0,0,unknown,0
1994,Unprovoked,USA,surfing,M,24.0,0,unknown,0
1994,Unprovoked,USA,surfing,M,28.0,0,spinner,0
1994,Unprovoked,USA,spearfishing,M,35.0,0,unknown,0
1994,Unprovoked,USA,wading,F,36.0,0,unknown,0
1994,Unprovoked,USA,wading,M,26.0,0,unknown,0
1994,Unprovoked,USA,surfing,M,22.0,0,unknown,0
1994,Unprovoked,REUNION,unknown,UNKNOWN,24.0,1,bull,1
1994,Unprovoked,BAHAMAS,wading,M,24.0,0,unknown,1
1994,Unprovoked,USA,Other,M,71.0,0,unknown,0
1994,Unprovoked,SOUTH AFRICA,spearfishing,M,24.0,1,great white,1
1994,Unprovoked,OTHER,swimming,F,19.0,0,great white,0
1994,Unprovoked,OTHER,swimming,M,24.0,0,great white,1
1994,Provoked,USA,Other,M,33.0,0,lemon,0
1994,Unprovoked,BRAZIL,surfing,M,25.0,0,unknown,0
1994,Unprovoked,SOUTH AFRICA,spearfishing,M,24.0,0,unknown,1
1994,Unprovoked,USA,surfing,M,23.0,0,unknown,0
1994,Provoked,USA,fishing,M,24.0,0,unknown,1
1994,Unprovoked,SOUTH AFRICA,surfing,M,15.0,0,great white,0
1994,Unprovoked,NEW CALEDONIA,fishing,UNKNOWN,24.0,1,unknown,1
1994,Unprovoked,BRAZIL,swimming,M,24.0,0,unknown,1
1994,Unprovoked,USA,surfing,M,24.0,1,tiger,1
1994,Unprovoked,SOUTH AFRICA,surfing,M,44.0,0,unknown,0
1994,Watercraft,AUSTRALIA,fishing,UNKNOWN,24.0,0,great white,1
1994,Unprovoked,AUSTRALIA,swimming,M,23.0,0,unknown,0
1994,Unprovoked,SOUTH AFRICA,swimming,M,33.0,0,unknown,0
1994,Unprovoked,OTHER,Other,F,24.0,0,tiger,1
1994,Unprovoked,USA,surfing,M,24.0,0,blacktip,1
1993,Unprovoked,USA,surfing,M,24.0,1,tiger,1
1993,Unprovoked,USA,swimming,M,30.0,0,unknown,0
1993,Unprovoked,AUSTRALIA,Other,M,27.0,1,tiger,0
1993,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1993,Unprovoked,OTHER,Other,M,24.0,1,unknown,1
1993,Unprovoked,USA,surfing,M,26.0,0,great white,0
1993,Unprovoked,USA,swimming,F,26.0,0,bull,0
1993,Watercraft,USA,Other,F,34.0,0,great white,0
1993,Unprovoked,USA,surfing,UNKNOWN,24.0,0,tiger,1
1993,Unprovoked,OTHER,swimming,M,21.0,1,unknown,0
1993,Unprovoked,SOUTH AFRICA,spearfishing,M,36.0,0,great white,0
1993,Unprovoked,OTHER,surfing,UNKNOWN,15.0,0,great white,0
1993,Unprovoked,OTHER,surfing,M,17.0,1,unknown,0
1993,Unprovoked,USA,wading,M,19.0,0,unknown,0
1993,Unprovoked,USA,unknown,M,16.0,0,unknown,0
1993,Unprovoked,OTHER,swimming,M,69.0,0,unknown,0
1993,Unprovoked,BAHAMAS,spearfishing,M,51.0,0,blacktip,0
1993,Unprovoked,USA,surfing,UNKNOWN,13.0,0,unknown,0
1993,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1993,Watercraft,USA,Other,UNKNOWN,24.0,0,great white,1
1993,Unprovoked,USA,Other,F,19.0,0,bull,0
1993,Watercraft,AUSTRALIA,fishing,UNKNOWN,24.0,0,great white,1
1993,Unprovoked,USA,Other,M,39.0,0,great white,0
1993,Unprovoked,NEW CALEDONIA,fishing,M,24.0,1,unknown,1
1993,Watercraft,OTHER,fishing,UNKNOWN,24.0,1,great white,1
1993,Unprovoked,SOUTH AFRICA,surfing,M,28.0,0,great white,0
1993,Unprovoked,USA,Other,F,12.0,0,unknown,0
1993,Unprovoked,BRAZIL,swimming,M,24.0,1,unknown,1
1993,Unprovoked,REUNION,body boarding,M,16.0,0,unknown,0
1993,Unprovoked,OTHER,swimming,M,61.0,1,unknown,0
1993,Unprovoked,MEXICO,scuba diving,F,42.0,1,unknown,0
1993,Unprovoked,USA,Other,M,22.0,0,tiger,0
1993,Unprovoked,AUSTRALIA,scuba diving,M,31.0,1,great white,0
1993,Unprovoked,AUSTRALIA,Other,F,34.0,1,great white,0
1993,Unprovoked,OTHER,swimming,M,42.0,1,unknown,0
1993,Unprovoked,USA,swimming,F,24.0,0,unknown,1
1993,Unprovoked,OTHER,unknown,F,24.0,1,unknown,1
1993,Unprovoked,OTHER,swimming,F,24.0,1,unknown,1
1993,Unprovoked,BRAZIL,surfing,M,24.0,0,unknown,1
1993,Unprovoked,USA,Other,M,25.0,0,unknown,0
1993,Unprovoked,OTHER,unknown,UNKNOWN,24.0,0,great white,1
1993,Unprovoked,USA,Other,M,35.0,0,tiger,0
1993,Unprovoked,USA,spearfishing,M,55.0,0,great white,0
1993,Unprovoked,NEW CALEDONIA,swimming,UNKNOWN,24.0,0,unknown,1
1993,Sea disaster,OTHER,Other,M,24.0,0,unknown,1
1993,Sea disaster,OTHER,Other,M,24.0,0,unknown,1
1993,Provoked,AUSTRALIA,fishing,M,69.0,0,bronze whaler,0
1993,Unprovoked,BRAZIL,body boarding,M,15.0,0,unknown,0
1993,Unprovoked,AUSTRALIA,spearfishing,M,21.0,0,unknown,0
1993,Watercraft,OTHER,Other,M,24.0,0,oceanic whitetip,1
1993,Unprovoked,USA,surfing,M,29.0,0,great white,0
1993,Unprovoked,OTHER,surfing,M,24.0,0,great white,1
1993,Unprovoked,OTHER,unknown,UNKNOWN,24.0,1,unknown,1
1993,Unprovoked,OTHER,spearfishing,UNKNOWN,30.0,0,unknown,0
1993,Unprovoked,USA,snorkeling,UNKNOWN,24.0,0,lemon,1
1992,Unprovoked,USA,Other,M,10.0,0,tiger,0
1992,Unprovoked,USA,Other,M,30.0,0,tiger,0
1992,Unprovoked,USA,spearfishing,M,31.0,0,mako,0
1992,Unprovoked,USA,surfing,M,19.0,0,blacktip,0
1992,Unprovoked,USA,surfing,M,24.0,0,unknown,0
1992,Watercraft,USA,Other,M,46.0,0,great white,0
1992,Unprovoked,FIJI,scuba diving,M,30.0,0,hammerhead,0
1992,Unprovoked,USA,Other,M,40.0,0,unknown,0
1992,Unprovoked,USA,surfing,M,17.0,0,unknown,0
1992,Unprovoked,USA,body boarding,M,18.0,1,tiger,0
1992,Unprovoked,USA,Other,M,40.0,0,great white,0
1992,Unprovoked,USA,surfing,M,28.0,0,tiger,0
1992,Unprovoked,AUSTRALIA,scuba diving,M,24.0,0,nurse,1
1992,Unprovoked,BRAZIL,body boarding,UNKNOWN,24.0,0,unknown,1
1992,Unprovoked,AUSTRALIA,surfing,M,28.0,1,great white,0
1992,Unprovoked,BRAZIL,body boarding,M,24.0,0,unknown,1
1992,Unprovoked,USA,surfing,M,20.0,0,great white,0
1992,Unprovoked,USA,standing,F,18.0,0,unknown,0
1992,Unprovoked,BRAZIL,swimming,M,24.0,1,unknown,1
1992,Unprovoked,USA,fishing,M,24.0,0,unknown,1
1992,Unprovoked,BAHAMAS,spearfishing,F,34.0,0,blacktip,0
1992,Unprovoked,AUSTRALIA,surfing,M,17.0,0,great white,0
1992,Unprovoked,USA,surfing,M,22.0,0,great white,0
1992,Provoked,USA,snorkeling,M,26.0,0,nurse,0
1992,Unprovoked,USA,standing,F,42.0,0,unknown,0
1992,Unprovoked,BRAZIL,surfing,M,24.0,0,unknown,1
1992,Unprovoked,BRAZIL,surfing,M,24.0,0,unknown,1
1992,Unprovoked,BRAZIL,swimming,M,24.0,1,unknown,1
1992,Unprovoked,REUNION,surfing,M,16.0,1,lemon,0
1992,Unprovoked,OTHER,swimming,F,21.0,0,unknown,0
1992,Watercraft,OTHER,Other,UNKNOWN,24.0,0,great white,1
1992,Unprovoked,REUNION,diving,UNKNOWN,24.0,0,mako,1
1992,Unprovoked,REUNION,surfing,M,24.0,1,tiger,1
1992,Unprovoked,MEXICO,Other,M,24.0,0,unknown,1
1992,Unprovoked,NEW ZEALAND,snorkeling,M,24.0,0,great white,1
1992,Unprovoked,SOUTH AFRICA,surfing,M,35.0,0,unknown,0
1992,Unprovoked,USA,surfing,F,36.0,0,tiger,0
1992,Unprovoked,AUSTRALIA,surfing,M,17.0,0,bronze whaler,0
1992,Unprovoked,OTHER,Other,M,41.0,1,great white,0
1992,Watercraft,OTHER,fishing,UNKNOWN,24.0,0,unknown,1
1992,Unprovoked,USA,surfing,M,21.0,0,great white,0
1992,Unprovoked,USA,body boarding,M,24.0,1,tiger,1
1992,Unprovoked,OTHER,Other,M,24.0,0,unknown,1
1992,Unprovoked,REUNION,spearfishing,M,24.0,0,unknown,1
1992,Unprovoked,AUSTRALIA,body boarding,M,19.0,0,bronze whaler,0
1992,Unprovoked,SOUTH AFRICA,swimming,M,19.0,0,other,0
1992,Unprovoked,SOUTH AFRICA,spearfishing,M,36.0,0,blacktip,0
1992,Unprovoked,OTHER,fishing,M,24.0,0,grey reef,1
1992,Unprovoked,OTHER,unknown,M,24.0,0,unknown,1
1992,Unprovoked,FIJI,unknown,M,33.0,1,unknown,0
1991,Unprovoked,USA,Other,M,25.0,0,great white,0
1991,Unprovoked,USA,snorkeling,F,41.0,1,tiger,0
1991,Unprovoked,USA,snorkeling,F,24.0,0,tiger,1
1991,Unprovoked,USA,fishing,M,24.0,1,tiger,1
1991,Provoked,USA,fishing,M,24.0,0,unknown,1
1991,Unprovoked,AUSTRALIA,body boarding,M,14.0,0,unknown,0
1991,Unprovoked,USA,surfing,M,21.0,0,unknown,0
1991,Unprovoked,USA,surfing,M,32.0,0,great white,0
1991,Unprovoked,AUSTRALIA,scuba diving,M,19.0,1,great white,0
1991,Provoked,AUSTRALIA,Other,M,36.0,0,unknown,0
1991,Unprovoked,USA,swimming,M,23.0,0,other,0
1991,Unprovoked,USA,wading,F,10.0,0,unknown,0
1991,Provoked,USA,fishing,M,24.0,0,lemon,1
1991,Watercraft,ITALY,Other,F,40.0,0,great white,0
1991,Unprovoked,USA,snorkeling,M,39.0,0,other,0
1991,Unprovoked,USA,fishing,M,42.0,0,blacktip,0
1991,Unknown,USA,fishing,M,70.0,0,unknown,0
1991,Unprovoked,USA,swimming,M,22.0,0,unknown,0
1991,Unprovoked,REUNION,surfing,M,30.0,0,tiger,0
1991,Unprovoked,USA,surfing,M,32.0,0,great white,0
1991,Unprovoked,USA,body boarding,M,13.0,0,unknown,0
1991,Unprovoked,OTHER,unknown,M,22.0,1,unknown,0
1991,Unprovoked,OTHER,fishing,M,24.0,1,unknown,1
1991,Unprovoked,USA,surfing,M,18.0,0,unknown,0
1991,Unprovoked,USA,swimming,M,31.0,0,lemon,0
1991,Unprovoked,OTHER,swimming,F,65.0,1,tiger,0
1991,Unprovoked,USA,Other,M,23.0,0,unknown,0
1991,Unprovoked,SOUTH AFRICA,scuba diving,M,24.0,0,great white,1
1991,Provoked,BRAZIL,fishing,UNKNOWN,24.0,0,unknown,1
1991,Provoked,USA,diving,UNKNOWN,24.0,0,unknown,1
1991,Unprovoked,USA,surfing,M,22.0,0,unknown,0
1991,Unprovoked,USA,Other,M,24.0,0,unknown,1
1991,Unprovoked,AUSTRALIA,scuba diving,M,18.0,0,nurse,0
1991,Unprovoked,USA,surfing,M,38.0,0,great white,0
1991,Unprovoked,SOUTH AFRICA,spearfishing,M,20.0,0,great white,0
1991,Unprovoked,AUSTRALIA,swimming,M,35.0,0,unknown,0
1991,Unprovoked,AUSTRALIA,Other,M,24.0,0,unknown,1
1991,Unprovoked,AUSTRALIA,surfing,M,22.0,0,unknown,0
1990,Unprovoked,AUSTRALIA,swimming,M,26.0,0,unknown,0
1990,Unprovoked,USA,Other,F,24.0,0,great white,1
1990,Unprovoked,USA,surfing,M,24.0,0,unknown,0
1990,Unprovoked,USA,surfing,M,50.0,0,unknown,0
1990,Unprovoked,USA,surfing,M,18.0,0,unknown,0
1990,Unprovoked,AUSTRALIA,swimming,M,26.0,0,unknown,0
1990,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
1990,Unprovoked,USA,surfing,M,25.0,0,spinner,0
1990,Unprovoked,USA,surfing,M,43.0,0,tiger,0
1990,Unprovoked,USA,surfing,M,19.0,0,unknown,0
1990,Unprovoked,SOUTH AFRICA,spearfishing,M,26.0,0,great white,0
1990,Unprovoked,USA,spearfishing,M,49.0,0,great white,0
1990,Watercraft,USA,Other,M,44.0,0,great white,0
1990,Unprovoked,USA,surfing,M,22.0,0,great white,0
1990,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1990,Unprovoked,USA,fishing,M,18.0,0,unknown,0
1990,Provoked,BAHAMAS,fishing,M,51.0,0,unknown,0
1990,Unprovoked,USA,wading,F,53.0,0,unknown,0
1990,Unprovoked,USA,surfing,M,17.0,0,unknown,0
1990,Unprovoked,SOUTH AFRICA,Other,F,21.0,1,great white,0
1990,Unprovoked,BAHAMAS,spearfishing,M,38.0,0,unknown,0
1990,Provoked,SOUTH AFRICA,fishing,UNKNOWN,24.0,0,unknown,1
1990,Unprovoked,AUSTRALIA,snorkeling,F,24.0,0,hammerhead,1
1990,Unprovoked,AUSTRALIA,Other,M,24.0,0,hammerhead,1
1990,Unprovoked,SOUTH AFRICA,Other,M,22.0,0,great white,0
1990,Unprovoked,SOUTH AFRICA,Other,M,23.0,0,great white,0
1990,Unprovoked,AUSTRALIA,surfing,M,31.0,0,tiger,0
1990,Unprovoked,AUSTRALIA,Other,M,37.0,1,unknown,0
1990,Unprovoked,AUSTRALIA,surfing,M,24.0,0,unknown,1
1990,Unprovoked,AUSTRALIA,surfing,M,29.0,0,unknown,0
1990,Unprovoked,USA,Other,M,24.0,0,unknown,1
1990,Unprovoked,FIJI,swimming,M,30.0,0,unknown,0
1990,Unprovoked,REUNION,surfing,M,24.0,0,bull,1
1990,Unprovoked,USA,spearfishing,M,24.0,1,unknown,1
1990,Unprovoked,USA,Other,M,33.0,0,unknown,0
1990,Unprovoked,USA,surfing,M,24.0,0,great white,1
1989,Provoked,USA,fishing,M,24.0,0,unknown,1
1989,Unprovoked,AUSTRALIA,surfing,M,32.0,0,great white,0
1989,Unprovoked,SOUTH AFRICA,spearfishing,M,29.0,1,great white,0
1989,Unprovoked,AUSTRALIA,swimming,M,10.0,0,bronze whaler,0
1989,Unprovoked,AUSTRALIA,swimming,F,31.0,0,unknown,0
1989,Unprovoked,AUSTRALIA,surfing,M,17.0,0,great white,0
1989,Unprovoked,USA,surfing,M,12.0,0,unknown,0
1989,Unprovoked,SOUTH AFRICA,Other,M,29.0,0,great white,0
1989,Provoked,USA,fishing,M,51.0,0,unknown,0
1989,Watercraft,USA,Other,UNKNOWN,24.0,0,great white,1
1989,Unprovoked,USA,Other,M,38.0,0,great white,0
1989,Unprovoked,USA,surfing,M,31.0,0,other,0
1989,Provoked,USA,Other,M,46.0,0,blue,0
1989,Provoked,AUSTRALIA,Other,M,30.0,0,nurse,0
1989,Unprovoked,USA,swimming,M,21.0,0,unknown,0
1989,Unprovoked,SOUTH AFRICA,surfing,M,21.0,0,great white,0
1989,Unprovoked,AUSTRALIA,surfing,M,17.0,0,bronze whaler,0
1989,Unprovoked,BAHAMAS,spearfishing,F,31.0,0,unknown,0
1989,Provoked,AUSTRALIA,fishing,M,41.0,0,great white,0
1989,Unprovoked,SOUTH AFRICA,surfing,M,34.0,0,great white,0
1989,Unprovoked,REUNION,surfing,M,24.0,1,unknown,1
1989,Unprovoked,USA,surfing,M,16.0,0,unknown,0
1989,Unprovoked,USA,Other,F,9.0,0,unknown,0
1989,Unprovoked,USA,Other,M,24.0,0,unknown,1
1989,Unprovoked,USA,spearfishing,M,45.0,0,tiger,0
1989,Unprovoked,ITALY,surfing,M,24.0,0,great white,1
1989,Unprovoked,SOUTH AFRICA,surfing,M,16.0,0,great white,0
1989,Unprovoked,SOUTH AFRICA,Other,M,28.0,0,great white,0
1989,Unprovoked,USA,swimming,M,19.0,0,unknown,0
1989,Unprovoked,USA,surfing,M,24.0,0,great white,1
1989,Watercraft,USA,unknown,UNKNOWN,24.0,0,great white,1
1989,Unprovoked,USA,Other,M,24.0,0,unknown,1
1989,Unprovoked,USA,Other,M,24.0,0,unknown,1
1989,Unprovoked,AUSTRALIA,surfing,M,27.0,1,great white,0
1989,Watercraft,AUSTRALIA,Other,M,24.0,0,tiger,1
1989,Provoked,SOUTH AFRICA,fishing,M,24.0,0,unknown,1
1989,Unprovoked,SOUTH AFRICA,surfing,M,26.0,0,unknown,0
1989,Unprovoked,ITALY,swimming,M,47.0,1,great white,0
1989,Unprovoked,USA,Other,F,24.0,1,great white,0
1989,Unprovoked,USA,body boarding,M,10.0,0,hammerhead,0
1989,Unprovoked,SOUTH AFRICA,Other,M,19.0,0,unknown,0
1989,Unprovoked,USA,swimming,M,24.0,1,unknown,1
1989,Unprovoked,AUSTRALIA,surfing,M,17.0,0,tiger,0
1989,Unprovoked,PAPUA NEW GUINEA,Other,F,24.0,0,other,1
1989,Unprovoked,USA,spearfishing,M,24.0,0,unknown,1
1988,Unprovoked,OTHER,Other,M,24.0,1,great white,1
1988,Sea disaster,AUSTRALIA,Other,M,17.0,1,unknown,0
1988,Sea disaster,AUSTRALIA,Other,M,62.0,1,unknown,0
1988,Sea disaster,PHILIPPINES,Other,UNKNOWN,24.0,1,unknown,1
1988,Unprovoked,USA,surfing,M,21.0,0,great white,0
1988,Unprovoked,AUSTRALIA,surfing,M,38.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,15.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,30.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,23.0,0,unknown,0
1988,Unprovoked,AUSTRALIA,surfing,M,15.0,0,unknown,0
1988,Unprovoked,USA,wading,F,23.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,21.0,0,unknown,0
1988,Unprovoked,PAPUA NEW GUINEA,diving,M,27.0,1,unknown,0
1988,Unprovoked,USA,Other,F,24.0,0,unknown,1
1988,Unprovoked,USA,snorkeling,M,38.0,1,bull,0
1988,Provoked,USA,Other,M,24.0,0,tiger,1
1988,Unprovoked,ITALY,unknown,M,16.0,0,unknown,0
1988,Unprovoked,OTHER,unknown,M,24.0,0,unknown,1
1988,Unprovoked,USA,surfing,M,27.0,0,great white,0
1988,Unprovoked,BAHAMAS,spearfishing,M,24.0,0,unknown,1
1988,Unprovoked,BAHAMAS,spearfishing,M,28.0,0,caribbean reef,0
1988,Unprovoked,BAHAMAS,diving,M,35.0,0,caribbean reef,0
1988,Unprovoked,USA,swimming,F,15.0,0,unknown,0
1988,Unprovoked,USA,body boarding,M,37.0,0,unknown,0
1988,Unprovoked,BAHAMAS,snorkeling,M,24.0,0,unknown,1
1988,Unprovoked,BAHAMAS,spearfishing,M,24.0,0,unknown,1
1988,Unprovoked,SOUTH AFRICA,spearfishing,M,36.0,0,great white,0
1988,Unprovoked,USA,scuba diving,M,42.0,0,tiger,0
1988,Unprovoked,USA,Other,M,37.0,0,other,0
1988,Unprovoked,USA,swimming,M,12.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,25.0,0,unknown,0
1988,Unprovoked,OTHER,Other,F,38.0,1,unknown,0
1988,Unprovoked,USA,surfing,M,31.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,29.0,0,unknown,0
1988,Unprovoked,REUNION,Other,M,24.0,1,unknown,1
1988,Unprovoked,USA,surfing,M,24.0,0,great white,1
1988,Unprovoked,USA,swimming,M,24.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,14.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1988,Unprovoked,USA,Other,F,30.0,0,unknown,0
1988,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1988,Unprovoked,SOUTH AFRICA,surfing,M,17.0,0,unknown,0
1988,Unprovoked,REUNION,surfing,M,24.0,0,unknown,1
1988,Watercraft,SOUTH AFRICA,unknown,UNKNOWN,24.0,0,other,1
1988,Unprovoked,SOUTH AFRICA,surfing,M,20.0,0,unknown,0
1988,Unprovoked,SOUTH AFRICA,Other,F,15.0,0,other,0
1988,Watercraft,AUSTRALIA,fishing,UNKNOWN,24.0,0,mako,1
1988,Unprovoked,FIJI,diving,M,22.0,0,tiger,0
1988,Provoked,USA,fishing,M,24.0,0,mako,1
1988,Provoked,SOUTH AFRICA,Other,M,33.0,0,bronze whaler,0
1988,Provoked,SOUTH AFRICA,Other,UNKNOWN,24.0,0,unknown,1
1988,Unprovoked,AUSTRALIA,surfing,M,12.0,0,wobbegong,0
1987,Sea disaster,PHILIPPINES,Other,UNKNOWN,24.0,1,unknown,1
1987,Unprovoked,USA,surfing,M,16.0,0,blacktip,0
1987,Unprovoked,USA,surfing,M,15.0,0,unknown,0
1987,Unprovoked,USA,surfing,M,20.0,0,unknown,0
1987,Unprovoked,SOUTH AFRICA,spearfishing,M,21.0,0,great white,0
1987,Sea disaster,OTHER,Other,UNKNOWN,24.0,1,unknown,1
1987,Unprovoked,AUSTRALIA,Other,M,47.0,1,great white,0
1987,Unprovoked,SOUTH AFRICA,surfing,M,24.0,0,great white,0
1987,Unprovoked,USA,wading,M,12.0,0,unknown,0
1987,Unprovoked,USA,surfing,M,40.0,0,great white,0
1987,Unprovoked,USA,surfing,M,27.0,0,unknown,0
1987,Unprovoked,USA,surfing,F,32.0,0,unknown,0
1987,Unprovoked,USA,wading,F,16.0,0,unknown,0
1987,Watercraft,USA,Other,UNKNOWN,24.0,0,unknown,1
1987,Unprovoked,BAHAMAS,snorkeling,M,35.0,0,unknown,0
1987,Unprovoked,BAHAMAS,spearfishing,M,24.0,0,unknown,1
1987,Provoked,USA,fishing,M,24.0,0,blacktip,1
1987,Unprovoked,USA,unknown,M,12.0,0,unknown,0
1987,Unprovoked,USA,surfing,M,24.0,0,unknown,1
1987,Provoked,AUSTRALIA,fishing,M,34.0,0,unknown,0
1987,Unprovoked,USA,swimming,F,16.0,0,unknown,0
1987,Unprovoked,USA,swimming,M,24.0,1,unknown,1
1987,Unprovoked,OTHER,swimming,M,8.0,1,unknown,0
1987,Unprovoked,AUSTRALIA,surfing,M,18.0,0,bronze whaler,0
1987,Provoked,SOUTH AFRICA,unknown,UNKNOWN,24.0,0,great white,1
1987,Unprovoked,USA,surfing,M,24.0,0,spinner,1
1987,Sea disaster,OTHER,Other,UNKNOWN,24.0,1,unknown,1
1987,Unprovoked,SOUTH AFRICA,spearfishing,M,30.0,0,great white,0
1987,Unprovoked,AUSTRALIA,swimming,M,37.0,0,unknown,0
1987,Watercraft,ITALY,Other,M,24.0,0,great white,1
1986,Unprovoked,SOUTH AFRICA,spearfishing,M,24.0,0,other,1
1986,Unprovoked,SOUTH AFRICA,body boarding,M,21.0,1,great white,0
1986,Unprovoked,USA,surfing,M,40.0,0,blacktip,0
1986,Unprovoked,BAHAMAS,Other,M,37.0,0,unknown,0
1986,Unprovoked,USA,spearfishing,M,27.0,0,great white,0
1986,Unprovoked,NEW CALEDONIA,spearfishing,UNKNOWN,24.0,0,tiger,1
1986,Unprovoked,USA,surfing,M,17.0,0,unknown,0
1986,Unprovoked,USA,surfing,M,26.0,0,unknown,0
